time,c_diss
0.0,0.0
0.9490374484739732,1.3133333333333332e-05
1.337926337364479,1.043333333333333e-05
1.869176337364479,1.2433333333333333e-05
2.376120781809732,1.0833333333333332e-05
2.8344541151382145,1.0833333333333332e-05
3.3754263373630238,1.4133333333333332e-05
3.87820411514258,1.1233333333333333e-05
4.37820411514258,1.1333333333333332e-05
4.87820411514258,1.1133333333333334e-05
5.342787448476884,6.233333333333332e-06
5.851815226254985,1.0333333333333332e-05
6.355287448473973,3.393333333333333e-05
6.882370781808277,0.00010548333333333333
7.354593004027265,0.00026993333333333335
7.87820411514258,0.0003496333333333333
8.37959300402872,0.0004976333333333334
8.846259670695872,0.0005773333333333332
9.324731892920681,0.0007597333333333332
10.486537448472518,0.0012856333333333334
11.501120781809732,0.0014451333333333333
12.479593004027265,0.0019967333333333333
13.449037448473973,0.0021502333333333333
20.39070411513967,0.0037389333333333334
21.371954115144035,0.0038219333333333336
22.43306522625062,0.0037903333333333335
23.454593004033086,0.0040474333333333345
24.98237078180682,0.004073933333333333
25.415704115141125,0.003926933333333333
25.979593004027265,0.004042683333333333
26.499731892916316,0.004173508333333333
26.98306522625353,0.004059683333333334
27.460148559584923,0.004094683333333334
27.934454115144035,0.0042812833333333335
28.42125967069296,0.004263433333333334
29.03792633736157,0.004522933333333335
29.542787448473973,0.004443183333333334
30.03792633736157,0.004300183333333334
30.449037448473973,0.004296933333333333
31.446259670694417,0.004715433333333333
31.851815226254985,0.004386933333333333
32.53237078180973,0.004565183333333334
32.98028744847397,0.004722433333333334
33.459454115138215,0.004723433333333334
33.87612078180973,0.004753683333333333
34.73237078180682,0.004754933333333333
35.90181522625062,0.004717933333333334
36.74764855958347,0.004641933333333334
37.78375967069587,0.004997433333333334
38.812231892916316,0.004891433333333334
